seed,Silhouette,CH Index,Davies-Bouldin,Gap Statistic,Dunn Index,Hartigan,KL Index,Jump Statistic,McClain-Rao,CBV
42,0.39655172413793105,0.4482758620689655,0.3103448275862069,0.5517241379310345,0.2413793103448276,0.034482758620689655,0.3448275862068966,0.3448275862068966,0.1206896551724138,0.5172413793103449
73,0.3793103448275862,0.4482758620689655,0.29310344827586204,0.5517241379310345,0.25862068965517243,0.034482758620689655,0.3103448275862069,0.3275862068965517,0.10344827586206896,0.5
123,0.3793103448275862,0.4482758620689655,0.3103448275862069,0.5172413793103449,0.25862068965517243,0.034482758620689655,0.3448275862068966,0.3103448275862069,0.10344827586206896,0.5172413793103449
256,0.3793103448275862,0.4482758620689655,0.29310344827586204,0.5344827586206896,0.22413793103448276,0.034482758620689655,0.3793103448275862,0.3448275862068966,0.10344827586206896,0.5172413793103449
999,0.3793103448275862,0.4482758620689655,0.29310344827586204,0.5344827586206896,0.25862068965517243,0.034482758620689655,0.3275862068965517,0.3275862068965517,0.1206896551724138,0.5172413793103449
